produit;note;commentaire;id_client;nom;prenom;email;mot_de_passe;telephone;pseudo;date_de_naissance;adresse_postale;numero_carte;cryptogramme;date_expiration;nom_sur_carte
Pull rayé bleu-blanc;5;J'adore ce produit ! Il dépasse mes attentes.;188;Parent;Thierry;pierreanouk@martin.com;dTnJd%s7+#;+33 (0)6 26 59 54 82;lucydurand;1980-04-13;chemin Hamon, 84390 Rousset-sur-Da Costa;4539 1488 0343 0187;308;03/26;Capucine Tessier
Pull rayé bleu-blanc;1;Pas terrible… Je ne pense pas le racheter.;189;Hardy;Marcel;emilie02@garnier.com;^*N1&I^uxV;+33 (0)2 90 42 74 64;isaac41;1966-02-12;26, avenue de Bonnet, 95430 Dias;4539 1488 0343 0188;277;08/33;Audrey Prévost
Tee-shirt motif triskel;3;Ce produit devrait avoir son fan-club.;190;Charrier;Lucy;emmanuelle65@ifrance.com;Jw5HW&8h_A;+33 (0)6 17 08 91 05;mcouturier;1945-03-19;25, chemin de Garcia, 66387 PruvostBourg;4539 1488 0343 0189;387;09/28;Aimée Jacob
Tee-shirt motif triskel;4;Ce produit est tellement bon que mon chat veut aussi en acheter.;191;Coste;Julien;blanchetmargaud@tiscali.fr;z(56DfyXM9;+33 3 58 60 96 67;corinne44;1954-03-01;avenue Lucy Blondel, 54269 Hamel;4539 1488 0343 0190;475;12/33;Jacqueline Vidal
Tee-shirt motif triskel;3;Qualité moyenne, pourrait être amélioré.;192;Becker;Camille;achartier@picard.com;08^2N#t2KG;01 96 35 79 65;huguesimbert;1976-04-30;33, avenue Louis Sanchez, 15810 Sainte Lorrainedan;4539 1488 0343 0191;633;01/30;Alexandria Bègue
Tee-shirt motif drapeau breton;4;J'adore ce produit ! Il dépasse mes attentes.;193;Vaillant;Constance;francoiseblanchard@hotmail.fr;#Xi0fFu7_d;+33 8 00 80 71 41;philippeconstance;1949-03-10;94, chemin Mahe, 34432 Paul;4539 1488 0343 0192;369;01/30;Adrienne Weiss
Tee-shirt motif drapeau breton;3;Ce produit devrait avoir son fan-club.;194;Breton;Théodore;yves43@guyot.net;)1x7fOw7f&;636132356;leleuvalentine;1999-11-01;8, avenue de Gomes, 89826 Sainte Virginie-sur-Mer;4539 1488 0343 0193;916;12/34;Noël Barthelemy
Tee-shirt motif drapeau breton;4;Un incontournable, je suis ravi de mon achat.;195;Auger;Jacques;hmasse@voila.fr;&4SRe1&l&L;+33 (0)1 19 54 72 44;celinalemaire;1959-10-11;7, boulevard Adélaïde Morel, 44079 Dupuy;4539 1488 0343 0194;445;11/34;Rémy Moulin
Tee-shirt rayé bleu-blanc;4;Très bonne qualité, je recommanderai sans hésiter.;196;Besnard;Nicole;noelgeorges@andre.fr;#P9gEVDc@p;807553626;martinemartineau;1984-08-10;boulevard de Auger, 65607 Leleu;4539 1488 0343 0195;116;02/33;Henriette Hebert
Tee-shirt rayé bleu-blanc;4;Très bonne qualité, je recommanderai sans hésiter.;197;Lefèvre;Christine;ajoly@lacombe.com;F_$A2rmmYI;+33 3 80 20 13 10;henriette58;1971-02-10;95, rue Bousquet, 05379 Legendre;4539 1488 0343 0196;859;06/33;Maurice Huet
Tee-shirt rayé bleu-blanc;1;Pas terrible… Je ne pense pas le racheter.;198;Morvan;Eugène;kgomez@peltier.org;1mZbC+Wf#o;+33 1 07 15 58 20;availlant;1999-12-18;84, boulevard Foucher, 64067 Sainte Jacquesnec;4539 1488 0343 0197;619;04/29;Bernard Lamy
Tee-shirt vert blanc;5;J'adore ce produit ! Il dépasse mes attentes.;199;Potier;Dorothée;mbodin@live.com;)gy(K2Wb0@;08 02 30 27 26;bmartins;1953-02-12;boulevard Zacharie Becker, 47378 Saint Patrick;4539 1488 0343 0198;764;07/32;Martine Gilbert
Tee-shirt vert blanc;4;Excellent rapport qualité-prix, vraiment satisfait.;200;Rousset;Théophile;adelaidealbert@durand.fr;xuO06Dwyj_;+33 (0)3 68 15 02 57;dpereira;1982-04-27;avenue de Bonneau, 74618 Payet;4539 1488 0343 0199;546;01/31;Pénélope Simon
Tee-shirt vert blanc;2;Qualité moyenne, pourrait être amélioré.;201;Parent;Louis;renesalmon@pasquier.fr;U+4sutTfjU;03 58 95 88 24;fcarre;1969-05-01;47, avenue Michelle Dupuy, 89514 Munoz;4539 1488 0343 0200;657;11/28;Frédéric Bourdon
Bol prénom;5;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;202;Martel;Thomas;olivierpeltier@ifrance.com;)*5jIGUjyF;+33 1 46 18 81 25;perretalice;1975-09-15;avenue Andrée Boutin, 06737 Barbier;4539 1488 0343 0201;358;04/27;Geneviève Ferrand
Bol prénom;5;Ce produit est tellement bon que mon chat veut aussi en acheter.;203;Boyer;Emmanuelle;annefournier@orange.fr;^9TOs&sEut;+33 3 06 34 08 65;ulecomte;1984-03-07;1, chemin Chevallier, 40843 Goncalvesboeuf;4539 1488 0343 0202;700;03/30;Adrien Lecomte
Bol prénom;5;Ce produit est tellement bon que mon chat veut aussi en acheter.;204;Arnaud;Valérie;gregoiretessier@bodin.net;%8UI0dh&^9;+33 5 09 27 40 55;ybonnin;1964-10-04;rue Baron, 95144 Saint Frédériqueboeuf;4539 1488 0343 0203;39;06/28;Alice Bourdon
Bol décoré;5;J'adore ce produit ! Il dépasse mes attentes.;205;Da Costa;Margot;louisbaudry@tele2.fr;!0GAjkV!(r;+33 (0)5 89 60 40 61;margaretboulay;1981-08-03;51, rue de Marchand, 64551 Saint MargauxVille;4539 1488 0343 0204;207;03/29;Jeanne Ferreira
Bol décoré;2;Pas terrible… Je ne pense pas le racheter.;206;Seguin;Roger;grosjacques@voila.fr;Y@51XLz*He;506561168;guy96;1965-10-15;11, boulevard de Raymond, 05468 Sainte Marc;4539 1488 0343 0205;825;01/26;Suzanne Dupuis
Bol décoré;3;J'ai failli en racheter dix juste pour le fun.;207;Denis;Juliette;navarroclaude@tele2.fr;g$az+Kld*8;05 85 28 16 29;lecomteolivier;1970-01-03;4, rue Marion, 23771 Evrard;4539 1488 0343 0206;220;04/34;Alix Bonnin
Sculpture triskel;2;Le produit ne correspond pas totalement à la description.;208;Lacroix;Lucy;isabellebecker@tessier.org;A2JuOMum@i;+33 (0)6 71 27 15 13;marcelandre;1946-03-25;4, boulevard Véronique Pichon, 15434 Sainte Marianne;4539 1488 0343 0207;106;06/30;Laetitia Hamel
Sculpture triskel;4;Ce produit devrait avoir son fan-club.;209;Guyon;Juliette;parisdiane@bruneau.net;i5Drymx9@T;+33 (0)6 21 24 07 15;frodriguez;1953-09-10;16, avenue de Lombard, 20792 Paul;4539 1488 0343 0208;725;02/32;Amélie Gautier
Sculpture triskel;1;Le produit ne correspond pas totalement à la description.;210;Dumont;Pauline;lucroux@duhamel.net;0Tf0c@Smk@;625912032;laetitiabousquet;1951-04-08;2, rue Émile Garnier, 00429 Guilbert-sur-Mer;4539 1488 0343 0209;402;08/26;Josette Bernard
Sculpture bateau;3;Le produit ne correspond pas totalement à la description.;211;Weber;Guy;theophile65@leduc.net;!_SRkiOo*2;01 23 70 79 91;faivregerard;1987-05-01;chemin Honoré Sanchez, 74630 Boyernec;4539 1488 0343 0210;383;08/26;Marc De Sousa
Sculpture bateau;5;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;212;Poulain;Diane;alix27@reynaud.fr;&)V@j24ci6;+33 1 61 72 23 76;mariannejourdan;1955-07-01;8, chemin Joly, 35002 Saint Odette;4539 1488 0343 0211;875;10/28;François Lambert
Sculpture bateau;3;Pas terrible… Je ne pense pas le racheter.;213;Barthelemy;Richard;kschneider@pineau.com;&4NFU7nnjk;+33 (0)4 56 90 79 24;hblondel;1959-10-02;81, boulevard Guyon, 28184 Da Silva-sur-Martin;4539 1488 0343 0212;416;09/32;Marcel Bonnet
Sculpture hermine;5;Ce produit est tellement bon que mon chat veut aussi en acheter.;214;Paul;Michel;oceane89@dufour.fr;@bM2$H8JS0;06 33 72 27 96;audrey52;1958-10-27;63, boulevard Léon Bertin, 07838 Raynaud-sur-Klein;4539 1488 0343 0213;850;08/28;Dorothée Humbert
Sculpture hermine;5;J'ai failli en racheter dix juste pour le fun.;215;Grondin;Gilles;adelecarlier@guillou.fr;s$EQ82Ug*S;02 56 70 99 51;sauvageemilie;1966-07-08;51, chemin Thierry Klein, 73690 Pasquier-sur-Moreau;4539 1488 0343 0214;694;04/35;Alexandre Masson
Sculpture hermine;4;Un incontournable, je suis ravi de mon achat.;216;Dubois;Alexandre;iblanc@valette.net;Sj6bNWnr2$;+33 5 74 60 62 49;amoulin;1977-12-05;43, boulevard de Delahaye, 86087 Benoit;4539 1488 0343 0215;878;02/28;David Lacombe
Menhir mini;4;Ce produit est tellement bon que mon chat veut aussi en acheter.;217;Maillot;Susanne;helenevincent@free.fr;2*USFBUh_w;158923160;marine45;1992-07-29;rue de Parent, 98749 Brun-sur-Da Silva;4539 1488 0343 0216;357;01/26;Chantal Munoz
Menhir mini;5;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;218;Lebrun;Hélène;lperrier@live.com;wBV4Xnq6)4;+33 1 59 77 65 88;peroncecile;2000-06-22;9, chemin Denise Gonzalez, 54434 Julien-sur-Marchal;4539 1488 0343 0217;132;11/33;Eugène Rousseau
Menhir mini;2;Pas terrible… Je ne pense pas le racheter.;219;Camus;Arnaude;xbonnet@gmail.com;gU1Y4f%y#$;+33 1 67 71 33 69;noemi41;1992-03-24;76, rue de Marion, 54554 Léger;4539 1488 0343 0218;917;05/33;Pierre Baudry
Menhir moyen;1;Qualité moyenne, pourrait être amélioré.;220;Regnier;Alexandrie;weissagnes@vallee.com;)9YE0ZrBEV;541925724;ofernandez;1963-04-18;76, avenue Joséphine Sauvage, 83244 Vallée-sur-Masse;4539 1488 0343 0219;969;09/33;René Gay
Menhir moyen;1;Je suis un peu déçu, je m'attendais à mieux.;221;Mace;Virginie;edumas@mace.fr;o#1dbZIm*H;+33 (0)6 54 89 88 10;jadam;1976-08-16;4, avenue de Richard, 66769 Fernandez;4539 1488 0343 0220;934;08/35;Cécile Menard
Menhir moyen;3;Je suis un peu déçu, je m'attendais à mieux.;222;Hamon;Christiane;trossi@noos.fr;&9kEChFm)4;+33 2 52 68 23 34;ihoareau;1976-10-25;88, rue Letellier, 39040 Weber;4539 1488 0343 0221;692;10/34;Éric Jourdan
Phare min;1;Le produit ne correspond pas totalement à la description.;223;Le Gall;Maggie;bouchetluc@tiscali.fr;_2gRS4Mrz);390857847;marthe51;1973-10-31;avenue Diaz, 92205 Guillaume-sur-Mer;4539 1488 0343 0222;531;01/29;Véronique Guilbert
Phare min;5;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;224;Briand;Mathilde;zoe77@gmail.com;Fo9TvmAC*);+33 (0)2 60 03 01 86;lejeunemaggie;1997-05-24;99, avenue de Costa, 64475 PonsVille;4539 1488 0343 0223;239;05/35;Élisabeth Gillet
Phare min;4;Très bonne qualité, je recommanderai sans hésiter.;225;Leleu;Arnaude;costealphonse@ifrance.com;nmlGNWvS*9;+33 4 23 00 08 18;qdevaux;2007-07-08;74, rue Nathalie Vallée, 36973 Dumas;4539 1488 0343 0224;901;03/35;Henriette Salmon
Phare moyen;1;Qualité moyenne, pourrait être amélioré.;226;Renaud;Édouard;zoe69@boyer.fr;Mqey3)Xnt#;+33 6 33 64 62 45;baudrygregoire;1985-07-18;281, chemin Valette, 22073 Leduc;4539 1488 0343 0225;202;05/35;Geneviève Regnier
Phare moyen;1;Le produit ne correspond pas totalement à la description.;227;Lelièvre;Alice;rogergallet@garnier.com;*b7BiWAvo(;+33 (0)1 79 19 91 57;audrey47;1961-05-27;12, rue de Martel, 58856 Da Costanec;4539 1488 0343 0226;369;06/34;Chantal Aubry
Phare moyen;4;J'adore ce produit ! Il dépasse mes attentes.;228;Bruneau;Franck;amelie52@club-internet.fr;_07cy2GaRA;803244779;ndufour;1996-06-01;10, chemin Perrin, 89242 Neveu-sur-Mer;4539 1488 0343 0227;84;02/34;Bertrand Andre
Gwenn ha du mini;4;Excellent rapport qualité-prix, vraiment satisfait.;229;Dupont;Franck;marcellemarie@joly.fr;#P$7Wrzb3(;+33 (0)1 73 97 42 48;chantal23;1980-09-21;43, avenue de Langlois, 41386 Laporte;4539 1488 0343 0228;995;01/31;Marthe Chevalier
Gwenn ha du mini;2;Qualité moyenne, pourrait être amélioré.;230;Blondel;Manon;picardclaude@imbert.com;Hm5LUCqjP&;804051518;arnaude99;1963-09-14;60, boulevard Rossi, 77751 LeconteVille;4539 1488 0343 0229;440;12/34;Franck Deschamps
Gwenn ha du mini;4;J'ai failli en racheter dix juste pour le fun.;231;Tanguy;Noémi;fsamson@ifrance.com;*JB9Y(vVHf;+33 (0)4 73 84 40 68;mathieucapucine;2000-09-29;446, rue de Leroux, 93394 Sainte Anouknec;4539 1488 0343 0230;581;08/35;Claudine Briand
Gwenn ha du moyen;3;Le produit ne correspond pas totalement à la description.;232;Jacquet;Élodie;moniquelefort@noos.fr;$m4Eq4ICD%;692085750;odettedumas;1964-12-11;20, rue de Payet, 91767 Foucherboeuf;4539 1488 0343 0231;191;08/34;Adélaïde Guilbert
Gwenn ha du moyen;2;Pas terrible… Je ne pense pas le racheter.;233;Legendre;Marine;mathildebonnet@orange.fr;zU^H6KHiBr;+33 (0)4 07 36 70 34;gpineau;1994-01-29;86, avenue Mace, 72032 Loiseau-sur-Mer;4539 1488 0343 0232;658;06/35;Frédéric Garnier
Gwenn ha du moyen;2;Le produit ne correspond pas totalement à la description.;234;François;Jeanne;stanguy@guerin.com;O8Q(HmLz)n;+33 (0)1 24 66 04 85;achretien;1989-09-27;720, avenue de Toussaint, 85942 Laroche;4539 1488 0343 0233;361;11/28;Pénélope Mathieu
Gwenn ha du grand;4;J'adore ce produit ! Il dépasse mes attentes.;235;Georges;Margaret;juliemarion@club-internet.fr;*iU7+1E*7l;+33 5 47 54 34 52;jerome59;1962-03-20;59, chemin Gay, 10923 Dupont-sur-Devaux;4539 1488 0343 0234;669;09/31;Antoine Fournier
Gwenn ha du grand;5;Un incontournable, je suis ravi de mon achat.;236;Lefebvre;Nath;christinegerard@gilles.fr;!F7MXcd8%5;+33 (0)2 15 52 46 89;ygerard;1955-03-26;67, avenue Catherine Leclerc, 20674 Ruiz;4539 1488 0343 0235;740;05/28;Stéphanie Lecoq
Gwenn ha du grand;3;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;237;Briand;Roger;anouk47@live.com;@(0DuuET4Z;386921896;vincentmarine;1953-10-14;9, chemin de Sanchez, 61508 GuillouBourg;4539 1488 0343 0236;11;01/32;Susanne Weiss
Gwenn ha du très grand;3;J'ai failli en racheter dix juste pour le fun.;238;Collet;Margot;jeanne00@pelletier.com;$7ZfQrhb#p;107956008;zoejacquet;1962-08-14;80, rue de Loiseau, 23283 Ollivier;4539 1488 0343 0237;179;06/30;Martine Guilbert
Gwenn ha du très grand;4;Excellent rapport qualité-prix, vraiment satisfait.;239;Le Gall;Corinne;margauxfaivre@orange.fr;#9_%oeQlw%;03 51 01 80 60;thibautleroy;1968-08-27;60, avenue Alex Peltier, 01777 Lamy-la-Forêt;4539 1488 0343 0238;690;03/31;Louis Boucher
Gwenn ha du très grand;5;Ce produit est tellement bon que mon chat veut aussi en acheter.;240;Becker;Anaïs;prevostgabriel@robin.org;3L8uOmhr&G;+33 1 83 09 24 32;dos-santosxavier;1958-01-31;262, boulevard Thibaut Lévêque, 81965 Launayboeuf;4539 1488 0343 0239;798;07/26;Alexandria Chevallier
Carte postal paysage breton;5;Un incontournable, je suis ravi de mon achat.;241;Blondel;Guy;sguillaume@laurent.com;!X(5HF2a^e;01 55 34 29 70;hmarion;1988-06-22;63, rue de Julien, 19726 Le Roux;4539 1488 0343 0240;69;06/27;Éléonore Giraud
Carte postal paysage breton;5;Très bonne qualité, je recommanderai sans hésiter.;242;Fischer;Susan;aimeepruvost@etienne.fr;iFGsXpBb@7;02 74 97 25 59;josettelebon;1950-04-27;31, chemin de Wagner, 00296 Sainte Margot;4539 1488 0343 0241;194;10/27;Christine Léger
Carte postal paysage breton;5;Un incontournable, je suis ravi de mon achat.;243;Thomas;Henri;charlesthierry@yahoo.fr;w7RInjiM#1;808023654;qolivier;1960-04-08;38, avenue de Samson, 92141 Cohen;4539 1488 0343 0242;376;01/31;Lucas Riou
Carte postal drapeau breton;3;Je suis un peu déçu, je m'attendais à mieux.;244;Briand;Benjamin;mathieuaime@bonnin.org;)UNnNZabl9;348076111;alvesmaryse;1997-10-30;chemin de Fleury, 83559 RenardVille;4539 1488 0343 0243;52;10/26;Marguerite Picard
Carte postal drapeau breton;4;Très bonne qualité, je recommanderai sans hésiter.;245;Legrand;Agathe;olemaitre@bouygtel.fr;+BJ&gXZ)3z;04 89 16 69 44;christophepeltier;1963-06-26;55, rue Jourdan, 50100 Schneider;4539 1488 0343 0244;688;02/28;Maryse Poirier
Carte postal drapeau breton;3;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;246;Pottier;Margaux;gilletmonique@tele2.fr;3ZAOkosg_d;+33 (0)1 12 46 01 56;peltieraime;1945-03-17;33, rue Marin, 70623 Sainte PhilippeVille;4539 1488 0343 0245;859;12/29;Philippe Paul
Porte clés hermine;5;Ce produit devrait avoir son fan-club.;247;Martineau;Madeleine;jacques49@poulain.com;!6ShbtGP^+;175303231;frederic75;1947-11-29;chemin de Guillet, 53489 Allain-sur-Ferreira;4539 1488 0343 0246;782;10/30;Manon Bertrand
Porte clés hermine;3;Qualité moyenne, pourrait être amélioré.;248;Lombard;Sophie;berthelotcharlotte@lefort.net;%fHZVdKrx8;06 42 41 31 01;duhameldavid;1963-08-18;chemin Lemaître, 41651 Grondin-sur-Lebrun;4539 1488 0343 0247;235;10/32;Aimée Blanchet
Porte clés hermine;3;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;249;Bouchet;Émile;bguillaume@yahoo.fr;1v5Ag%jn8&;+33 (0)1 36 79 31 79;vmartineau;2004-02-06;42, chemin Goncalves, 60163 MunozVille;4539 1488 0343 0248;893;08/31;Virginie Salmon
Porte clés triskel;5;Ce produit devrait avoir son fan-club.;250;Riou;Lucas;lucie77@hotmail.fr;j^e)4!Mmx1;166907024;ublondel;1960-04-01;boulevard de Ribeiro, 61855 Payet-sur-Hernandez;4539 1488 0343 0249;610;11/26;Zoé Voisin
Porte clés triskel;4;Excellent rapport qualité-prix, vraiment satisfait.;251;Benard;Isaac;christopheblanchet@tiscali.fr;8SBVPkJx%c;+33 (0)8 03 40 60 67;oceane58;1996-01-18;826, rue Hoareau, 40609 Lecoq-la-Forêt;4539 1488 0343 0250;465;06/28;Raymond Gay
Porte clés triskel;5;J'adore ce produit ! Il dépasse mes attentes.;252;Gérard;Alexandrie;maillotandre@noos.fr;yx32ZVVmh);349196106;hoarauadrien;2000-06-17;73, boulevard Gilbert Fournier, 24919 David;4539 1488 0343 0251;419;01/30;Élise Fischer
Magnet hermine;5;Ce produit est tellement bon que mon chat veut aussi en acheter.;253;Albert;Marianne;anneriou@reynaud.com;g4OEYh4($F;08 08 22 96 28;kcollet;2006-01-11;chemin de Bonneau, 29212 Adamboeuf;4539 1488 0343 0252;770;10/35;Nicole Becker
Magnet hermine;4;Très bonne qualité, je recommanderai sans hésiter.;254;Raynaud;Dominique;marie58@live.com;b5dF5Gxj*T;02 26 83 83 37;thamel;1962-12-07;rue de Fleury, 13360 Aubertboeuf;4539 1488 0343 0253;244;01/26;Margot Bonnet
Magnet hermine;3;Pas terrible… Je ne pense pas le racheter.;255;Bruneau;Sabine;igautier@millet.fr;_0D_!FHpN0;+33 2 79 21 78 73;penelopesanchez;1959-01-03;rue Olivie Lelièvre, 56528 Lopez;4539 1488 0343 0254;185;12/34;Victoire Chevalier
Magnet paysage breton;3;Le produit ne correspond pas totalement à la description.;256;Chartier;Marcel;marine42@lejeune.com;&#98IvMj5b;+33 (0)2 30 77 85 47;coletteperez;1991-04-19;42, chemin de Gaudin, 11046 Techer-sur-Hamon;4539 1488 0343 0255;44;03/33;Jules Meunier
Magnet paysage breton;1;Je suis un peu déçu, je m'attendais à mieux.;257;Maréchal;Benoît;aurelielelievre@tiscali.fr;t5LlL59j(r;+33 (0)4 24 95 75 09;agnesnavarro;1963-04-24;498, boulevard Céline Peltier, 12519 GuyonBourg;4539 1488 0343 0256;852;04/30;Anaïs Bouvet
Magnet paysage breton;1;Le produit ne correspond pas totalement à la description.;258;Baudry;Renée;costeanais@masson.fr;bO#BSjwa*5;02 53 02 80 15;reneperret;1978-05-28;chemin Gaillard, 25026 Sainte Charlottenec;4539 1488 0343 0257;17;02/29;Madeleine Humbert
Magnet drapeau breton;4;Excellent rapport qualité-prix, vraiment satisfait.;259;Mary;Claire;christophe03@etienne.com;r2U77u^S)v;+33 1 28 98 46 36;abrun;1964-01-18;452, chemin de Laporte, 05516 Pereira-sur-Ribeiro;4539 1488 0343 0258;394;07/26;Caroline Vasseur
Magnet drapeau breton;1;Pas terrible… Je ne pense pas le racheter.;260;Raynaud;Chantal;flaunay@orange.fr;a!B6_QzceV;+33 2 78 81 32 61;marcmarty;2003-06-11;212, rue Suzanne Renard, 15098 Maillot;4539 1488 0343 0259;163;11/26;Raymond Weber
Magnet drapeau breton;3;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;261;Legrand;Marguerite;davidyves@laposte.net;(d8R5bHdc2;128582268;blondelrobert;1953-01-22;89, boulevard de Pons, 34938 Saint Carolinedan;4539 1488 0343 0260;953;03/26;David Lefebvre
Magnet carte bretonne;4;Excellent rapport qualité-prix, vraiment satisfait.;262;Gautier;Marianne;tlemaitre@wanadoo.fr;5^5W#mhkZ@;+33 2 28 07 95 06;descampspierre;2000-07-10;49, rue de Marty, 23127 Rémy;4539 1488 0343 0261;570;12/26;Denise Lejeune
Magnet carte bretonne;4;Très bonne qualité, je recommanderai sans hésiter.;263;Carre;Lorraine;martin28@marin.com;*nTBr)x7!9;343061419;jacquetbertrand;1950-11-27;55, boulevard de Lemoine, 06707 Saint Michel;4539 1488 0343 0262;927;12/30;Nathalie Fernandes
Magnet carte bretonne;2;Je suis un peu déçu, je m'attendais à mieux.;264;Martin;Mathilde;zoegarcia@vallee.fr;^4FLZp@YSY;138291941;penelopelevy;1957-08-12;avenue Jacob, 42099 Gautier;4539 1488 0343 0263;446;03/33;Audrey Riou
Crayon Bretagne;3;Pas terrible… Je ne pense pas le racheter.;265;Lacombe;Anastasie;robertadrien@marchal.com;zb5Z+Utr(#;06 23 07 28 39;anastasiemichaud;2005-03-21;4, boulevard de David, 60575 Delorme-la-Forêt;4539 1488 0343 0264;946;12/32;Étienne Germain
Crayon Bretagne;3;Je suis un peu déçu, je m'attendais à mieux.;266;Leclerc;Gilles;andree02@chauveau.net;So7LudnW@e;03 83 00 74 86;bruneaumichelle;1970-03-09;32, rue Alexandrie Gomez, 35153 Gomes-sur-Costa;4539 1488 0343 0265;548;02/31;Gabrielle Bazin
Crayon Bretagne;4;Je ne sais pas ce que j'ai acheté, mais j'aime ça.;267;Lemaire;Théodore;andreelecomte@hotmail.fr;c80WBEUt+a;+33 (0)5 56 63 15 05;emmanuellelebreton;1960-09-19;boulevard de Hebert, 80441 Philippe;4539 1488 0343 0266;618;12/34;Auguste Peltier
Mug triskel;2;Le produit ne correspond pas totalement à la description.;268;Tessier;Franck;loiseaubrigitte@noos.fr;!21URH&xIg;06 06 72 93 59;alexandrie34;1997-06-10;44, rue Lemonnier, 53165 GuillonBourg;4539 1488 0343 0267;809;04/28;Eugène Fontaine
Mug triskel;3;Pas terrible… Je ne pense pas le racheter.;269;Weber;Élise;qramos@live.com;(N$2XTvPEq;04 44 29 13 28;robinvictoire;1994-09-19;1, boulevard Yves Vaillant, 18601 Brunet;4539 1488 0343 0268;457;04/32;Pierre Dupont
Mug triskel;5;J'adore ce produit ! Il dépasse mes attentes.;270;Guilbert;Luc;brunetines@martins.fr;#3gnYJpt5v;+33 4 82 58 46 07;nblot;1956-02-21;432, avenue de Chevalier, 06026 Marchandboeuf;4539 1488 0343 0269;248;10/29;Valentine Raynaud
Mug hermine;2;Je suis un peu déçu, je m'attendais à mieux.;271;Legrand;Aurore;valentine22@gosselin.com;5!)TVy#2%X;137049469;bmartins;1971-03-28;22, avenue Gautier, 62321 Jacobnec;4539 1488 0343 0270;905;07/27;Tristan Carpentier
Mug hermine;5;Excellent rapport qualité-prix, vraiment satisfait.;272;Renault;Alphonse;bruneauraymond@noos.fr;Frl14$Ti$4;+33 (0)8 09 98 88 94;haubry;1960-11-02;34, boulevard de Hamon, 76494 Sainte Audrey;4539 1488 0343 0271;744;03/35;Benoît Chauveau
Mug hermine;2;Je suis un peu déçu, je m'attendais à mieux.;273;Joubert;Alice;denisgoncalves@gilbert.fr;TyI)3hDhh#;03 85 34 83 90;yguilbert;1999-10-29;62, rue de Moreau, 50121 Da Silva-sur-Nicolas;4539 1488 0343 0272;242;10/32;Hélène Rodriguez
Mug drapeau breton;3;Je suis un peu déçu, je m'attendais à mieux.;274;Barre;Olivier;ymoreau@gmail.com;^8LSgplw*V;+33 (0)3 08 76 18 65;jacquetluce;1946-04-28;89, avenue Guillon, 63018 CaronBourg;4539 1488 0343 0273;798;04/28;Joseph Torres
Mug drapeau breton;4;Un incontournable, je suis ravi de mon achat.;275;Dupuy;Nath;ameliejacquot@tiscali.fr;bmKGe5Jka+;+33 (0)6 45 05 36 61;madeleinebarbe;1985-04-22;chemin de Bonnin, 62001 Lopez;4539 1488 0343 0274;752;12/25;Thibaut Lambert
Mug drapeau breton;5;J'adore ce produit ! Il dépasse mes attentes.;276;Delahaye;Thérèse;rogerthibaut@voila.fr;CELa58ja$7;116847046;zgillet;2005-04-24;24, avenue Cécile Brunel, 44887 Guichard;4539 1488 0343 0275;42;04/30;Andrée Goncalves
Carte Bretagne;4;J'adore ce produit ! Il dépasse mes attentes.;277;Cordier;Raymond;ifouquet@live.com;QdN19UkxY);06 14 87 92 93;martine48;1954-01-24;avenue de Marion, 47738 Sainte Gabrielledan;4539 1488 0343 0276;339;05/30;Pénélope Bodin
Carte Bretagne;3;J'ai failli en racheter dix juste pour le fun.;278;Marques;Édouard;evrardjacques@orange.fr;&ir(PA9cE2;+33 (0)6 96 53 81 97;qmary;1983-08-04;3, boulevard Constance Paris, 22888 Jacquot;4539 1488 0343 0277;593;04/28;Eugène Valentin
Carte Bretagne;2;Pas terrible… Je ne pense pas le racheter.;279;Bègue;Amélie;leon95@hotmail.fr;F7h7SNMw_l;310635374;hardyroland;1981-04-08;4, rue Neveu, 62691 Menard;4539 1488 0343 0278;77;04/28;Sébastien Boucher
Carte Lannion;5;Très bonne qualité, je recommanderai sans hésiter.;280;Maurice;Thérèse;gpereira@gosselin.com;cNAZuf@W_8;+33 6 55 29 69 68;hpotier;1976-12-15;avenue Jacques Hoarau, 47738 AlvesVille;4539 1488 0343 0279;913;12/30;Amélie Legendre
Carte Lannion;1;Pas terrible… Je ne pense pas le racheter.;281;Riou;Valentine;pottierpenelope@voila.fr;^1VS@VUB1p;+33 (0)6 07 80 32 69;corinnedupuy;1972-08-30;626, rue Texier, 06262 Bonnet;4539 1488 0343 0280;130;06/34;Marie Launay
Carte Lannion;1;Le produit ne correspond pas totalement à la description.;282;Duhamel;Margaret;helene22@michaud.com;^nKv#en586;04 60 41 79 90;techerpenelope;1987-02-18;29, rue Véronique Delattre, 62538 Sainte Alice;4539 1488 0343 0281;714;09/33;Zoé Humbert
Carte Vannes;4;J'adore ce produit ! Il dépasse mes attentes.;283;Nicolas;Agnès;jeanne67@bouygtel.fr;AXn&y0Kqft;+33 4 62 20 12 11;parentandre;2006-02-15;89, avenue de Lemoine, 06861 Bazin;4539 1488 0343 0282;736;10/34;Benjamin Chauvin
